company,address,industry,website,phone,contact_person,is_hotline,gender,position,email,url
Công Ty TNHH Cầu Trục Thang Máy Quảng Liên,"299/15A Lý Thường Kiệt, P. 15, Q. 11,","Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thang Máy - Công Ty Thang Máy, Sản Xuất Và Lắp Đặt Thang Máy",www.quanglien.com,'0903321123__02838636666',Bà Huỳnh Mỹ Phụng,,female,,quangliencrane@gmail.com,https://www.yellowpages.vn/lgs/1062861/cong-ty-tnhh-cau-truc-thang-may-quang-lien.html
Công Ty Cổ Phần Cơ Khí Hồng Nam,"Số 45 Ngõ 294, Lĩnh Nam, P. Lĩnh Nam, Q. Hoàng Mai,","Cẩu Tháp, Cần Cẩu Tháp, Cần Trục Tháp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Điện Công Nghiệp__Xe Cẩu, Xe Cần Cẩu__Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Vận Thăng, Vận Thăng Nâng Hàng, Vận Thăng Lồng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.cokhihongnam.vn,'0966890611',Hotline,X,,Trưởng Phòng Đấu Thầu,quangtruonghongnam@gmail.com,https://www.yellowpages.vn/lgs/1314906/cong-ty-co-phan-co-khi-hong-nam.html
Thiết Bị Nâng Hạ VNID - Công Ty CP Đầu Tư Phát Triển Công Nghiệp Việt Nam,"Tầng 3, Số Nhà 116 Ngô Quyền, P. Quang Trung, Q. Hà Đông,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Biến Tần (Inverter)__Thiết Bị Nâng Hạ__Cáp Thép, Dây Cáp Thép Và Phụ Kiện__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.vnid.vn,'0916969983__02466549509',Hotline,X,,,ntlinh@vnid.vn,https://www.yellowpages.vn/lgs/1187675895/thiet-bi-nang-ha-vnid-cong-ty-cp-dau-tu-phat-trien-cong-nghiep-viet-nam.html
Công Ty CP Cơ Khí Xây Dựng DV Và TM Tân Hoàng Minh,"Km 194+350, QL 1A, X. Quất Động, H. Thường Tín,","Màng Chống Thấm, Màng Chống Thấm HDPE__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Vật Tư Cầu Đường (Neo, Gối Cao Su, Khe Co Giãn,.)__Rọ Đá, Rọ Đá Mạ Kẽm, Rọ Đá Bọc Nhựa__Nhựa Đường__Vải Địa Kỹ Thuật",www.xdhoangminh.com,'0973049833__0963796183__0904599485__0936742262',Hotline,X,,,vtxdhoangminh@gmail.com,https://www.yellowpages.vn/lgs/1187802159/cong-ty-cp-co-khi-xay-dung-dv-va-tm-tan-hoang-minh.html
Công Ty Cổ Phần Cơ Khí Xây Lắp Và Thương Mại DL,"Số 35, Liền Kề 12, KĐT Xa La, P. Phúc La, Q. Hà Đông,","Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.dlmeco.vn,'0988649887',Mr. Tần Văn Tuấn,,male,,dlmecoltd@gmail.com,https://www.yellowpages.vn/lgs/1187693082/cong-ty-co-phan-co-khi-xay-lap-va-thuong-mai-dl.html
Công Ty Cổ Phần Cơ Khí Xây Lắp Và Thương Mại DL,"Số 35, Liền Kề 12, KĐT Xa La, P. Phúc La, Q. Hà Đông,","Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.dlmeco.vn,'0988649887',Mr. Tần Văn Tuấn,,male,,dlmecoltd@gmail.com,https://www.yellowpages.vn/lgs/1187693082/cong-ty-co-phan-co-khi-xay-lap-va-thuong-mai-dl.html
Công Ty TNHH Thiết Bị Và Công Nghiệp Bách Phương,"160/60, Đường Vườn Lài, P. Tân Thành, Q. Tân Phú,","Thiết Bị Nâng Hạ__Phụ Kiện Thiết Bị Điện__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Dây Cáp Điện - Dây Điện và Cáp Điện",www.thietbicautruc.com.vn,'0906708124',Mr. Tú,,male,,thietbicautrucco@gmail.com,https://www.yellowpages.vn/lgs/1187856222/cong-ty-tnhh-thiet-bi-va-cong-nghiep-bach-phuong.html
Chi Nhánh Tại TP. Hồ Chí Minh - Công Ty Cổ Phần Cơ Khí Hồng Nam,"Số 19 Đường TA 04, P. Thới An, Q. 12,","Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cautruchongnam.com,'02862509029__0944348868',Ông Phạm Văn Doanh,,male,,phamdoanh91@gmail.com,https://www.yellowpages.vn/lgs/1187807661/chi-nhanh-tai-tp.-ho-chi-minh-cong-ty-co-phan-co-khi-hong-nam.html
Công Ty Cổ Phần Kết Cấu Thép Và Thiết Bị Nâng Hạ Hoàng Anh,"Lô N11B Khu X2A, P. Yên Sở, Q. Hoàng Mai,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Công nghiệp - Vật Tư và Thiết Bị Công Nghiệp",www.hacrane.vn,'0903499889__02473052268',Mr. Nguyễn Chí Thanh,,male,,thanhcrane@gmail.com,https://www.yellowpages.vn/lgs/1187674773/cong-ty-co-phan-ket-cau-thep-va-thiet-bi-nang-ha-hoang-anh.html
Công Ty CP Cơ Khí Lắp Máy Sông Đà,"Lô A38 KDV Đồng Dưa, P. Hà Cầu, Q. Hà Đông","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Cơ Khí Xây Dựng (Vì Kèo Thép, Nhà Khung Thép, Kết Cấu Nhà Xưởng,..)__Thiết Bị Thủy Lực__Xây Dựng - Công Ty Xây Dựng__Xây Dựng Công Trình__Thiết Kế Xây Dựng - Công Ty Tư Vấn Thiết Kế Xây Dựng",www.someco.com.vn,'02437832398',Hotline,X,,,tchc@someco.com.vn,https://www.yellowpages.vn/lgs/1187675811/cong-ty-cp-co-khi-lap-may-song-da.html
Công Ty Cổ Phần Thiết Bị Nâng Vận Chuyển Homeco - 01,"Số 45C, Ngõ 294, Lĩnh Nam, P. Lĩnh Nam, Q. Hoàng Mai,","Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0979676970',Mr. Chiến,,male,,thietbinangvanchuyen@gmail.com,https://www.yellowpages.vn/lgs/1187817261/cong-ty-co-phan-thiet-bi-nang-van-chuyen-homeco-01.html
Công Ty TNHH Thiết Bị Và Công Nghiệp Bách Phương,"160/60, Đường Vườn Lài, P. Tân Thành, Q. Tân Phú,","Thiết Bị Nâng Hạ__Phụ Kiện Thiết Bị Điện__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Dây Cáp Điện - Dây Điện và Cáp Điện",www.thietbicautruc.com.vn,'0906708124',Mr. Tú,,male,,thietbicautrucco@gmail.com,https://www.yellowpages.vn/lgs/1187856222/cong-ty-tnhh-thiet-bi-va-cong-nghiep-bach-phuong.html
N.A.G.O.Y.A - Chi Nhánh Công Ty TNHH Thiết Bị Công Nghiệp N.A.G.O.Y.A,"Tầng 8, Toà Nhà NIKKO, 27 Nguyễn Trường Tộ, Q. Ba Đình,","Xe Nâng Hàng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Nâng Hạ__Công Nghiệp - Máy Móc Và Thiết Bị Công Nghiệp__Xe Nâng Tay",www.nagoyamachinery.com,'0915069436__02439275390',Ms. Mai,,female,,cnnagoyahn@fpt.vn,https://www.yellowpages.vn/lgs/1314132/n.a.g.o.y.a-chi-nhanh-cong-ty-tnhh-thiet-bi-cong-nghiep-n.a.g.o.y.a.html
Công Ty TNHH Hải Kim,"38/2 Tổ 2, Khu Phước Hải, TT. Long Thành, H. Long Thành,","Nhà Xưởng, Nhà Công Nghiệp - Thi Công Nhà Xưởng, Nhà Công Nghiệp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.haki.com.vn,'02513844567__0908252078',Mr. Nguyễn Duy Tân,,male,Nhân viên Kinh doanh,duytanvn08@gmail.com,https://www.yellowpages.vn/lgs/3779775/cong-ty-tnhh-hai-kim.html
Công Ty TNHH Thiết Bị Công Nghiệp Và Cầu Trục Trung Nguyên,"Số 234, Đường Cổ Bi, X. Cổ Bi, H. Gia Lâm,","Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.trungnguyenhoist.vn,'0939005591__0912525591__02436524366',Ông Phạm Văn Trung,,male,Giám Đốc Dự án,info@trungnguyenhoist.vn,https://www.yellowpages.vn/lgs/1187697624/cong-ty-tnhh-thiet-bi-cong-nghiep-va-cau-truc-trung-nguyen.html
Công Ty TNHH MTV Thiết Bị Hàn Quốc,"410B/15 Đường Hậu Giang, P. 12, Q. 6,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Công Nghiệp - Máy Móc Và Thiết Bị Công Nghiệp",www.cautruchanquoc.com,'02862901378__0906604608',Mr. Thành,,male,,,https://www.yellowpages.vn/lgs/1187904012/cong-ty-tnhh-mtv-thiet-bi-han-quoc.html
Công Ty Cổ Phần Cơ Khí Hồng Nam,"Số 45 Ngõ 294, Lĩnh Nam, P. Lĩnh Nam, Q. Hoàng Mai,","Cẩu Tháp, Cần Cẩu Tháp, Cần Trục Tháp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Điện Công Nghiệp__Xe Cẩu, Xe Cần Cẩu__Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Vận Thăng, Vận Thăng Nâng Hàng, Vận Thăng Lồng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.cokhihongnam.vn,'0966890611',Hotline,X,,Trưởng Phòng Đấu Thầu,quangtruonghongnam@gmail.com,https://www.yellowpages.vn/lgs/1314906/cong-ty-co-phan-co-khi-hong-nam.html
Công Ty TNHH Tập Đoàn Bamboo,"Bạch Sam, H. Mỹ Hào,","Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.thietbiht.vn,'0981717668__02213766269',Mr Thắng,,male,NV Kinh Doanh,thangdv103@gmail.com,https://www.yellowpages.vn/lgs/1187767920/cong-ty-tnhh-tap-doan-bamboo.html
Công Ty TNHH Thiết Bị Và Cầu Trục Tuấn Đạt,"2, Đường TTN21, KP. 4, P. Tân Thới Nhất, Q. 12,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Chổi Than, Than Điện Cực - Sản Xuất Và Kinh Doanh__Cổ Góp Điện, Vòng Trượt, Slip Ring__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.palangdien.com,'02862686066__0915545525',,,,,,https://www.yellowpages.vn/lgs/1187856408/cong-ty-tnhh-thiet-bi-va-cau-truc-tuan-dat.html
Công Ty TNHH Kỹ Thuật Và Thương Mại OCT,"A04-6, Chung Cư Bộ KHĐT, P. Quan Hoa, Q. Cầu Giấy,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Pa Lăng Chống Cháy Nổ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ",www.oct.com.vn,'02437915073__0904698186',Mr. Nam,,male,,ltnam.oct@gmail.com,https://www.yellowpages.vn/lgs/1187688126/cong-ty-tnhh-ky-thuat-va-thuong-mai-oct.html
Công Ty TNHH Thiết Bị Công Nghiệp OMIYA,"473 Nguyễn Khang, P. Yên Hòa, Q. Cầu Giấy,","Thang Máy Bệnh Viện (Tải Giường Bệnh, Chở Băng Ca,.)__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Thang Máy - Công Ty Thang Máy, Sản Xuất Và Lắp Đặt Thang Máy__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thang Máy Tải Khách, Thang Máy Gia Đình",www.omiya.com.vn,'0379931056__02437840873',Hotline,X,,,kdomiyaltd@gmail.com,https://www.yellowpages.vn/lgs/1309194/cong-ty-tnhh-thiet-bi-cong-nghiep-omiya.html
Công Ty TNHH Vật Tư Thiết Bị Việt Hàn,"Tòa Nhà EVD, KCN Hoàng Mai, Số 431 Tam Trinh, Q. Hoàng Mai,","Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Sàn Treo (Gondola), Giàn Giáo Treo - Cung Cấp và Cho Thuê__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.megalift.com.vn,'0972441356',Mr. Nghĩa,,male,Sale Manager,nghia.vu@megalift.com.vn,https://www.yellowpages.vn/lgs/1187688816/cong-ty-tnhh-vat-tu-thiet-bi-viet-han.html
Công Ty Cổ phần Xây Dựng Công nghiệp Quang Trung,"494 Đường Nguyễn Huệ, Phố Đoàn Kết, Phường Ninh Phong, TP Ninh Bình,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.nhamaythietbinangha.com,'0438528666__01694856336',Mr. Nguyễn Quý Dương,,male,Nhân viên Marketing,quyduong00xx00@gmail.com,https://www.yellowpages.vn/lgs/1187809557/cong-ty-co-phan-xay-dung-cong-nghiep-quang-trung.html
Công Ty Cổ Phần Máy Xây Dựng Đại Nam,"Số 9 Đường số 6B KDC Dương Hồng, X. Bình Hưng, H. Bình Chánh,","Cân Xe Tải và Cân Ô Tô__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Bê Tông - Máy Móc và Thiết Bị__Xây Dựng - Thầu Đóng Cọc Xây Dựng__Trạm Trộn Bê Tông & Thiết Bị Phụ Trợ",www.tramtron.vn,'0903032063__02862986118',Ms Dương Thị Yến Khuyên,,female,Nhân Viên,khuyenyen@yahoo.com,https://www.yellowpages.vn/lgs/1170939/cong-ty-co-phan-may-xay-dung-dai-nam.html
Hankook Tower Crane - Công Ty TNHH Hankook Tower Crane,"Đường 25B, KCN Nhơn Trạch 2, X. Phú Hội, H. Nhơn Trạch,","Cẩu Tháp, Cần Cẩu Tháp, Cần Trục Tháp__Xe Cẩu, Xe Cần Cẩu__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.hktc.vn,'0939980700',Sales,,,,salehktc2020@gmail.com,https://www.yellowpages.vn/lgs/3778521/hankook-tower-crane-cong-ty-tnhh-hankook-tower-crane.html
Công Ty TNHH Kĩ Thuật Và Thương Mại Nhật Thi Nam,"192/44 Nguyễn Oanh, P. 17, Q. Gò Vấp,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Pa Lăng Xích__Thiết Bị Nâng Hạ__Pa Lăng Cáp__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ",www.nhatthinam.net,'02839843603__0913110355',Ông Nguyễn Ngọc Hải,,male,Giám Đốc,hainguyen07@hcm.fpt.vn,https://www.yellowpages.vn/lgs/1163883/cong-ty-tnhh-ki-thuat-va-thuong-mai-nhat-thi-nam.html
Công Ty TNHH Cầu Trục Thang Máy Quảng Liên,"299/15A Lý Thường Kiệt, P. 15, Q. 11,","Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thang Máy - Công Ty Thang Máy, Sản Xuất Và Lắp Đặt Thang Máy",www.quanglien.com,'0903321123__02838636666',Bà Huỳnh Mỹ Phụng,,female,,quangliencrane@gmail.com,https://www.yellowpages.vn/lgs/1062861/cong-ty-tnhh-cau-truc-thang-may-quang-lien.html
Công Ty TNHH Cơ Khí Hoài Đức,"42/11 Xa Lộ Hà Nội, KP. Ngãi Thắng, P. Bình Thắng, TX. Dĩ An,","Cơ Khí -  Gia Công và Chế Tạo__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Khuôn Mẫu",www.cokhihoaiduc.com,'0903954046__0908070992',Hotline,X,,,dunghoaiduc@gmail.com,https://www.yellowpages.vn/lgs/3749670/cong-ty-tnhh-co-khi-hoai-duc.html
Cầu Trục Cổng Trục Hankook Crane - Công Ty TNHH Hankook Crane,"15 Nguyễn Hữu Cảnh, TT. Long Thành, H. Long Thành,","Xe Cẩu, Xe Cần Cẩu__Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.hankookcrane.vn,'0908522560__02513682143',Mr Lee Sang Yong,,male,Giám Đốc,syonglee00@gmail.com,https://www.yellowpages.vn/lgs/1187881638/cau-truc-cong-truc-hankook-crane-cong-ty-tnhh-hankook-crane.html
Công Ty TNHH Thiết Bị Công Nghiệp DELTA,"115A Đường Phan Trọng Tuệ, P. Tam Hiệp, H. Thanh Trì,","Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cautruc.com.vn,'02436473066__0904583686__0904316568',Mr. Phạm Hữu Dũng,,male,Sale Manager,cautrucdelta@gmail.com,https://www.yellowpages.vn/lgs/119316114/cong-ty-tnhh-thiet-bi-cong-nghiep-delta.html
Công Ty TNHH MTV Thiết Bị CG,"Phòng 305, Tòa Nhà A2D11, Ngõ 84, Trần Thái Tông, P. Dịch Vọng Hậu, Q. Cầu Giấy,","Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cgmachinery.com.vn,'0962835036__02432006121',Mr. Thuận,,male,,admin@cgmachinery.com.vn,https://www.yellowpages.vn/lgs/1187770512/cong-ty-tnhh-mtv-thiet-bi-cg.html
Công Ty CP Cơ Khí Xây Dựng DV Và TM Tân Hoàng Minh,"Km 194+350, QL 1A, X. Quất Động, H. Thường Tín,","Màng Chống Thấm, Màng Chống Thấm HDPE__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Vật Tư Cầu Đường (Neo, Gối Cao Su, Khe Co Giãn,.)__Rọ Đá, Rọ Đá Mạ Kẽm, Rọ Đá Bọc Nhựa__Nhựa Đường__Vải Địa Kỹ Thuật",www.xdhoangminh.com,'0973049833__0963796183__0904599485__0936742262',Hotline,X,,,vtxdhoangminh@gmail.com,https://www.yellowpages.vn/lgs/1187802159/cong-ty-cp-co-khi-xay-dung-dv-va-tm-tan-hoang-minh.html
Công Ty TNHH Kỹ Thuật & Thương Mại Việt An Phú,"26/2 Sơn Kỳ, P. Sơn Kỳ, Q. Tân Phú,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0938843578__02862693211',Ông Nguyễn Thắng Lợi,,male,,info.vaptech@gmail.com,https://www.yellowpages.vn/lgs/1187682075/cong-ty-tnhh-ky-thuat---thuong-mai-viet-an-phu.html
Cân Điện Tử Hoàng Thiên - Công Ty TNHH Thiết Bị Công Nghiệp Và Tự Động Hóa Hoàng Thiên,"C124 Khu Dân Cư Thới An, Đường Lê Thị Riêng, P. Thới An, Q. 12","Cân Điện Tử - Phụ Kiện, Thiết Bị Cân Điện Tử__Cân Xe Tải và Cân Ô Tô__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Cân Điện Tử__Cân Công Nghiệp - Bàn, Sàn, Treo__Cân Hệ thống - Đóng Bao, Băng Chuyền__Cân - Nhà Sản Xuất__Cân Kỹ Thuật",www.canhoangthien.com__www.hoangthienscale.com,'0909713803__0906777504__02862955240__0909783803',Văn Phòng,,,,hthscale@hoangthienscale.com,https://www.yellowpages.vn/lgs/1187806074/can-dien-tu-hoang-thien-cong-ty-tnhh-thiet-bi-cong-nghiep-va-tu-dong-hoa-hoang-thien.html
Công Ty Cổ Phần Công Nghiệp SHM,"Số 65, Lô 5, Đền Lừ 2, Q. Hoàng Mai,","Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.shm.com.vn,'02436320308',Ms Hiền,,female,,info@shm.com.vn,https://www.yellowpages.vn/lgs/1187770497/cong-ty-co-phan-cong-nghiep-shm.html
Công Ty TNHH Máy Thiết Bị Nâng Và Công Nghiệp Đỉnh Cao,"41 Bùi Minh Trực, Phường 5, Quận 8,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Nâng Hạ__Sàn Treo (Gondola), Giàn Giáo Treo - Cung Cấp và Cho Thuê__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ",www.dinhcaoindustry.com,'02836205618__0918131579',Ông Lê Thanh Phúc,,male,Giám Đốc,infor.dinhcao@gmail.com,https://www.yellowpages.vn/lgs/1017372/cong-ty-tnhh-may-thiet-bi-nang-va-cong-nghiep-dinh-cao.html
Công Ty TNHH Cơ Khí & Chế Tạo Máy T.T.MEC,"Thôn Túy Loan Đông 2, X. Hòa Phong, H. Hòa Vang,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế__Máy Móc Cơ Khí, Thiết Bị Cơ Khí__Cơ Khí - Chế Tạo Máy__Công Nghiệp - Máy Móc Và Thiết Bị Công Nghiệp",,'0905808869',Mr. Trần Quang Trông,,male,Giám Đốc,trongcimec@gmail.com,https://www.yellowpages.vn/lgs/1187784408/cong-ty-tnhh-co-khi---che-tao-may-t.t.mec.html
Công Ty TNHH Sản Xuất Cầu Trục Công Nghiệp AQA,"Đường Ts 12, KCN. Tiên Sơn,  X. Nội Duệ, H. Tiên Du,","Thiết Bị Nâng Hạ__Pa Lăng Xích__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.aqa.com.vn,'02437192700__0912049446',Ms Lan,,female,,lannguyenaqa@gmail.com,https://www.yellowpages.vn/lgs/1392051/cong-ty-tnhh-san-xuat-cau-truc-cong-nghiep-aqa.html
Công Ty TNHH Đầu Tư Và Phát Triển Truyền Động Việt,"190 Vương Thừa Vũ, P. Khương Trung, Q. Thanh Xuân,","Tự Động Hóa - Hệ Thống và Thiết Bị Tự Động Hóa__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Động Cơ Giảm Tốc và Hộp Giảm Tốc__Biến Tần (Inverter)__Công Nghiệp - Máy Móc Và Thiết Bị Công Nghiệp",www.vidt.com.vn,'0983975131__02432004628__0989188917',Mr. Đỗ Quang Thịnh,,male,Kỹ sư kinh doanh,quangthinh@vidt.com.vn,https://www.yellowpages.vn/lgs/1187719410/cong-ty-tnhh-dau-tu-va-phat-trien-truyen-dong-viet.html
Công Ty TNHH Thiết Bị Nâng Cường Phát,"Đồng Lệ, Hợp Đồng, Chương Mỹ,","Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.palang.vn,'02466805328__0985132828',Mr. Dũng,,male,,duydungcp@gmail.com,https://www.yellowpages.vn/lgs/119325231/cong-ty-tnhh-thiet-bi-nang-cuong-phat.html
